优先级,助手分层,是否需审核,桶,子类,API（助手显示名优先）,id,命名空间/类,方法,子方法,调用形态,文档availability(api.sqlite),助手availability,GP实测,UI实测,本次判定,运行时真名,运行时近似名,其它UI状态命中,助手标记未被官方lua使用,助手用法摘要,助手备注首条,助手人工验证,证据,建议动作
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:FindItemByValueType(),Q-DiplomacyDealFindItemByValueType,DiplomacyDeal,FindItemByValueType,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 在交易中查找指定类型和值的交易项，用于判断交易中是否已存在某项,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:FindItemsByType(),Q-DiplomacyDealFindItemsByType,DiplomacyDeal,FindItemsByType,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,从交易中查找指定类型和子类型的交易条目，返回匹配的条目数组,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:FindItemsByValueType(),Q-DiplomacyDealFindItemsByValueType,DiplomacyDeal,FindItemsByValueType,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,是,未在 lua 文件中找到此函数的使用,查找ItemsByValueType，返回 table,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:GetItemCount(),Q-DiplomacyDealGetItemCount,DiplomacyDeal,GetItemCount,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 获取外交交易中的物品数量,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:GetItemParent(),Q-DiplomacyDealGetItemParent,DiplomacyDeal,GetItemParent,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 获取交易项的父项（如城市的子资源或巨作项）,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:GetOtherPlayerID(),Q-DiplomacyDealGetOtherPlayerID,DiplomacyDeal,GetOtherPlayerID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,是,未在 lua 文件中找到此函数的使用,获取OtherPlayerID，返回 number,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:GetPlayer1ID(),Q-DiplomacyDealGetPlayer1ID,DiplomacyDeal,GetPlayer1ID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,是,未在 lua 文件中找到此函数的使用,获取Player1ID，返回 number,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:GetPlayer2ID(),Q-DiplomacyDealGetPlayer2ID,DiplomacyDeal,GetPlayer2ID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,是,未在 lua 文件中找到此函数的使用,获取Player2ID，返回 number,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:HasUnacceptableItems(),Q-DiplomacyDealHasUnacceptableItems,DiplomacyDeal,HasUnacceptableItems,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 检查 DiplomacyDeal 中是否有不可接受的交易项,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:IsDemand(),Q-DiplomacyDealIsDemand,DiplomacyDeal,IsDemand,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,是,未在 lua 文件中找到此函数的使用,判断Demand，返回 boolean,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:IsGift(),Q-DiplomacyDealIsGift,DiplomacyDeal,IsGift,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 判断交易是否为单向礼物（一方提供物品而另一方不提供）,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:IsValid(),Q-DiplomacyDealIsValid,DiplomacyDeal,IsValid,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 判断交易是否有效,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:Items(),Q-DiplomacyDealItems,DiplomacyDeal,Items,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 遍历 DiplomacyDeal 中的所有交易项目，用于迭代访问每个 DealItem,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:RemoveItem(),A-DiplomacyDealRemoveItem,DiplomacyDeal,RemoveItem,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 从 DiplomacyDeal 中移除指定 ID 的交易项目,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:RemoveItemByID(),A-DiplomacyDealRemoveItemByID,DiplomacyDeal,RemoveItemByID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 从外交交易中移除指定 ID 的交易项,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:SetUnacceptableItem(),A-DiplomacyDealSetUnacceptableItem,DiplomacyDeal,SetUnacceptableItem,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,是,未在 lua 文件中找到此函数的使用,设置UnacceptableItem,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:SetUnacceptableItemByID(),A-DiplomacyDealSetUnacceptableItemByID,DiplomacyDeal,SetUnacceptableItemByID,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 标记交易中的某个项为不可接受（Unacceptable），阻止该交易项参与交易,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P3,L1 助手已收录,是,D 暂不可测,需进行中的外交交易会话（DealManager 取出 Deal 实例）,DiplomacyDeal:Validate(),A-DiplomacyDealValidate,DiplomacyDeal,Validate,,Colon (Instance),Both,Both,ERR/不可判,ERR/不可判,无法验证：需进行中的外交交易会话（DealManager 取出 Deal 实例）,,,,,,[作用] 验证 DiplomacyDeal 的当前状态是否有效,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager,C-InstanceManager,InstanceManager,,,Colon (Instance),Both,,nil/否,table/是,文档偏宽：GP 未见,,,,,,,,GP=nil（该上下文不存在此面）　UI=table,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.BuildInstance,A-InstanceManagerBuildInstance,InstanceManager,BuildInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.DestroyInstances,A-InstanceManagerDestroyInstances,InstanceManager,DestroyInstances,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.FindInstanceByControl,Q-InstanceManagerFindInstanceByControl,InstanceManager,FindInstanceByControl,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.GetAllocatedInstance,Q-InstanceManagerGetAllocatedInstance,InstanceManager,GetAllocatedInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.GetInstance,Q-InstanceManagerGetInstance,InstanceManager,GetInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.ReleaseInstance,A-InstanceManagerReleaseInstance,InstanceManager,ReleaseInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.ReleaseInstanceByParent,A-InstanceManagerReleaseInstanceByParent,InstanceManager,ReleaseInstanceByParent,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.ResetInstances,A-InstanceManagerResetInstances,InstanceManager,ResetInstances,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,InstanceManager.new,A-InstanceManagernew,InstanceManager,new,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper,C-ToolTipHelper,ToolTipHelper,,,Dot (Global),Both,,nil/否,table/是,文档偏宽：GP 未见,,,,,,,,GP=nil（该上下文不存在此面）　UI=table,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetAdjacencyBonuses,Q-ToolTipHelperGetAdjacencyBonuses,ToolTipHelper,GetAdjacencyBonuses,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetBuildingToolTip,Q-ToolTipHelperGetBuildingToolTip,ToolTipHelper,GetBuildingToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetCivicToolTip,Q-ToolTipHelperGetCivicToolTip,ToolTipHelper,GetCivicToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetDiplomaticActionToolTip,Q-ToolTipHelperGetDiplomaticActionToolTip,ToolTipHelper,GetDiplomaticActionToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetDistrictToolTip,Q-ToolTipHelperGetDistrictToolTip,ToolTipHelper,GetDistrictToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetGovernmentToolTip,Q-ToolTipHelperGetGovernmentToolTip,ToolTipHelper,GetGovernmentToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetImprovementToolTip,Q-ToolTipHelperGetImprovementToolTip,ToolTipHelper,GetImprovementToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetPolicyToolTip,Q-ToolTipHelperGetPolicyToolTip,ToolTipHelper,GetPolicyToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetProjectToolTip,Q-ToolTipHelperGetProjectToolTip,ToolTipHelper,GetProjectToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetResourceToolTip,Q-ToolTipHelperGetResourceToolTip,ToolTipHelper,GetResourceToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetRouteToolTip,Q-ToolTipHelperGetRouteToolTip,ToolTipHelper,GetRouteToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetTechnologyToolTip,Q-ToolTipHelperGetTechnologyToolTip,ToolTipHelper,GetTechnologyToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetToolTip,Q-ToolTipHelperGetToolTip,ToolTipHelper,GetToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,ToolTipHelper.GetUnitToolTip,Q-ToolTipHelperGetUnitToolTip,ToolTipHelper,GetUnitToolTip,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities,C-TunerUtilities,TunerUtilities,,,Colon (Instance),Both,,nil/否,table/是,文档偏宽：GP 未见,,,,,,,,GP=nil（该上下文不存在此面）　UI=table,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.FindControlFromPath,Q-TunerUtilitiesFindControlFromPath,TunerUtilities,FindControlFromPath,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.FromCSV,Q-TunerUtilitiesFromCSV,TunerUtilities,FromCSV,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetConsumeMouseButton,Q-TunerUtilitiesGetConsumeMouseButton,TunerUtilities,GetConsumeMouseButton,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetConsumeMouseWheel,Q-TunerUtilitiesGetConsumeMouseWheel,TunerUtilities,GetConsumeMouseWheel,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetConsumesAllMouse,Q-TunerUtilitiesGetConsumesAllMouse,TunerUtilities,GetConsumesAllMouse,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetContextTree,Q-TunerUtilitiesGetContextTree,TunerUtilities,GetContextTree,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetControlChildren,Q-TunerUtilitiesGetControlChildren,TunerUtilities,GetControlChildren,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetControlString,Q-TunerUtilitiesGetControlString,TunerUtilities,GetControlString,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetControlUnderMouse,Q-TunerUtilitiesGetControlUnderMouse,TunerUtilities,GetControlUnderMouse,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetModalNavigationOptions,Q-TunerUtilitiesGetModalNavigationOptions,TunerUtilities,GetModalNavigationOptions,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetMouseOverControls,Q-TunerUtilitiesGetMouseOverControls,TunerUtilities,GetMouseOverControls,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetNavigationOptions,Q-TunerUtilitiesGetNavigationOptions,TunerUtilities,GetNavigationOptions,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetParentContext,Q-TunerUtilitiesGetParentContext,TunerUtilities,GetParentContext,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetParentID,Q-TunerUtilitiesGetParentID,TunerUtilities,GetParentID,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetParentType,Q-TunerUtilitiesGetParentType,TunerUtilities,GetParentType,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetPopupNavigationOptions,Q-TunerUtilitiesGetPopupNavigationOptions,TunerUtilities,GetPopupNavigationOptions,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedAlpha,Q-TunerUtilitiesGetSelectedAlpha,TunerUtilities,GetSelectedAlpha,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedAnchor,Q-TunerUtilitiesGetSelectedAnchor,TunerUtilities,GetSelectedAnchor,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedChildren,Q-TunerUtilitiesGetSelectedChildren,TunerUtilities,GetSelectedChildren,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedControlPath,Q-TunerUtilitiesGetSelectedControlPath,TunerUtilities,GetSelectedControlPath,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedEnabled,Q-TunerUtilitiesGetSelectedEnabled,TunerUtilities,GetSelectedEnabled,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedID,Q-TunerUtilitiesGetSelectedID,TunerUtilities,GetSelectedID,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedOffset,Q-TunerUtilitiesGetSelectedOffset,TunerUtilities,GetSelectedOffset,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedOffsetX,Q-TunerUtilitiesGetSelectedOffsetX,TunerUtilities,GetSelectedOffsetX,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
